ProteinID,Gene,Description,parental_1 Intensity,parental_2 Intensity,parental_3 Intensity,SRB1_1 Intensity,SRB1_2 Intensity,SRB1_3 Intensity
P28482,MAPK1,Mitogen-activated protein kinase 1,32.3845,32.3914,32.6373,29.2698,30.4007,29.9375
P28715,ERCC5,DNA repair protein complementing XP-G cells,29.4738,23.6334,25.3531,24.8665,26.1928,25.1723
P28799,GRN,Granulins,30.9374,30.6679,30.6674,31.4743,31.693,31.7991
P28838,LAP3,Cytosol aminopeptidase,34.7764,34.8665,34.9322,33.9678,33.9338,34.1483
P29083,GTF2E1,General transcription factor IIE subunit 1,28.1163,27.8654,28.3535,25.1829,26.198,26.0768
P29084,GTF2E2,Transcription initiation factor IIE subunit beta,28.8583,29.6154,29.6675,24.5284,26.2738,26.4863
P29144,TPP2,Tripeptidyl-peptidase 2,30.0189,29.0326,29.9172,28.8351,29.6623,29.9808
P29279,CTGF,Connective tissue growth factor,31.8359,32.1747,30.5607,31.6364,32.1874,31.794
P29317,EPHA2,Ephrin type-A receptor 2,27.0583,26.6827,27.0478,28.7176,28.9658,28.0165
P29353,SHC1,SHC-transforming protein 1,28.6938,28.8906,28.6759,28.2143,27.7111,27.2822
P29372,MPG,DNA-3-methyladenine glycosylase,31.1249,31.6253,31.9422,29.7751,30.248,30.5938
P29401,TKT,Transketolase,36.2127,36.3586,36.3678,33.8599,34.0405,33.8043
P29558,RBMS1,"RNA-binding motif, single-stranded-interacting protein 1",31.496,31.4802,31.4859,30.246,30.7509,30.148
P29590,PML,Protein PML,27.6519,26.8017,26.679,27.5499,28.9734,28.5108
P29692,EEF1D,Elongation factor 1-delta,35.5693,35.568,35.5835,34.621,34.7898,34.962
P29966,MARCKS,Myristoylated alanine-rich C-kinase substrate,32.9708,32.4614,32.6045,30.6193,31.6957,32.105
P29992,GNA11,Guanine nucleotide-binding protein subunit alpha-11,28.2115,28.3158,28.2668,28.6828,28.8297,27.6794
P30038,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",35.4375,35.3431,35.4955,35.4784,35.4555,35.5419
P30040,ERP29,Endoplasmic reticulum resident protein 29,36.2082,36.0462,36.1264,36.3999,36.3098,36.3137
P30041,PRDX6,Peroxiredoxin-6,35.4188,35.585,35.6339,32.9468,32.8729,32.976
P30043,BLVRB,Flavin reductase (NADPH),30.716,30.7344,29.3022,24.3706,26.8968,27.1671
P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",35.2318,35.2063,35.3948,34.9803,34.8821,34.9839
P30046,DDT,D-dopachrome decarboxylase,33.1405,33.6162,33.4178,31.2806,31.3237,31.3075
P30047,GCHFR,GTP cyclohydrolase 1 feedback regulatory protein,29.0777,29.6386,29.4449,26.6267,26.6065,26.1401
P30048,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial",35.2478,35.1824,35.0954,35.3216,35.4405,35.1925
P30049,ATP5F1D,"ATP synthase subunit delta, mitochondrial",32.725,32.8695,32.9531,32.6943,32.6403,32.9732
P30050,RPL12,60S ribosomal protein L12,33.0323,32.8891,33.0417,33.506,33.5831,33.5936
P30084,ECHS1,"Enoyl-CoA hydratase, mitochondrial",33.9502,33.8259,33.7426,33.8197,33.7493,33.8342
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1,37.5826,37.6964,37.6799,35.2831,35.2231,35.103
P30101,PDIA3,Protein disulfide-isomerase A3,39.013,39.0235,38.9508,38.9438,39.0063,38.9799
P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,33.3258,33.4729,33.7218,31.6344,31.9028,31.5376
P30154,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,26.3074,25.0377,25.6469,27.6101,26.1218,25.8629
P30260,CDC27,Cell division cycle protein 27 homolog,27.6492,27.9774,27.8228,28.0087,28.2663,29.1006
P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",36.3971,36.3269,36.2643,36.4911,36.4504,36.5463
P30414,NKTR,NK-tumor recognition protein,31.1762,31.2969,31.2591,31.3068,30.8319,31.5424
P30419,NMT1,Glycylpeptide N-tetradecanoyltransferase 1,32.2201,31.9627,32.2025,30.0157,30.9402,31.0241
P30519,HMOX2,Heme oxygenase 2,33.474,33.542,33.3602,33.419,33.4892,33.611
P30520,ADSS,Adenylosuccinate synthetase isozyme 2,31.3108,31.5284,31.4861,27.9583,28.8247,28.3394
P30533,LRPAP1,Alpha-2-macroglobulin receptor-associated protein,34.274,34.2239,34.2709,33.724,33.8696,34.3544
P30536,TSPO,Translocator protein,24.1712,24.3153,24.2563,26.0095,26.2193,26.1912
P30566,ADSL,Adenylosuccinate lyase,31.0946,31.0639,31.1828,28.3977,29.0154,28.5771
P30613,PKLR,Pyruvate kinase PKLR,30.6645,30.6056,30.7262,26.5405,26.3475,26.5652
P30622,CLIP1,CAP-Gly domain-containing linker protein 1,27.9451,28.1213,29.4583,25.0486,26.4967,25.6652
P30740,SERPINB1,Leukocyte elastase inhibitor,26.3573,26.4442,27.1296,24.357,25.1613,22.9376
P30825,SLC7A1,High affinity cationic amino acid transporter 1,24.825,23.7858,25.8671,26.2812,27.3104,26.2166
P30837,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial",35.0702,35.0715,35.0455,35.7768,35.8556,35.7512
P30876,POLR2B,DNA-directed RNA polymerase II subunit RPB2,29.8618,29.9994,29.9979,30.1564,30.2851,30.2799
P31040,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",33.2999,33.1413,33.1106,33.6432,34.0429,33.8263
P31146,CORO1A,Coronin-1A,27.9645,28.6828,28.0734,28.218,29.6449,27.7949
P31150,GDI1,Rab GDP dissociation inhibitor alpha,29.1482,28.9448,29.3639,25.6875,25.9553,25.0758
P31153,MAT2A,S-adenosylmethionine synthase isoform type-2,30.9568,31.1264,30.9511,27.9724,28.0822,26.9614
P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",27.8425,27.5769,28.0408,29.1401,29.8096,29.22
P31350,RRM2,Ribonucleoside-diphosphate reductase subunit M2,29.9476,29.1883,30.3441,31.778,28.9915,27.9153
P31431,SDC4,Syndecan-4,30.4767,30.0079,30.3751,30.4599,30.669,30.6073
P31483,TIA1,Nucleolysin TIA-1 isoform p40,32.5599,32.331,32.5845,31.9318,32.4514,32.237
P31689,DNAJA1,DnaJ homolog subfamily A member 1,33.3819,33.4707,33.3746,31.8765,32.1894,32.0231
P31930,UQCRC1,"Cytochrome b-c1 complex subunit 1, mitochondrial",34.9793,34.9451,35.0486,35.4974,35.5141,35.3603
P31937,HIBADH,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",32.8072,32.862,32.7096,32.9851,33.1154,32.9491
P31939,ATIC,Bifunctional purine biosynthesis protein PURH,34.8923,35.153,35.1335,32.6039,33.0097,32.5163
P31942,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3,32.6406,32.8292,32.9531,33.1838,33.3746,33.4548
P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,35.868,35.822,35.8142,35.7905,36.0424,36.0143
P31946,YWHAB,14-3-3 protein beta/alpha,35.8887,35.9181,35.9753,33.9358,34.1658,34.0058
P31947,SFN,14-3-3 protein sigma,31.8386,31.9162,32.1784,29.1082,29.6963,29.5769
P31948,STIP1,Stress-induced-phosphoprotein 1,36.128,36.1636,36.2845,34.3089,34.5788,34.5537
P32004,L1CAM,Neural cell adhesion molecule L1,28.7902,27.3926,26.6537,25.2781,24.9943,23.4025
P32119,PRDX2,Peroxiredoxin-2,34.9678,34.977,35.1159,32.2602,32.5298,32.1301
P32121,ARRB2,Beta-arrestin-2,25.8976,23.7704,25.6188,24.7037,24.9183,24.3084
P32189,GK,Glycerol kinase,29.8083,29.8725,30.0063,30.7158,31.0445,30.2757
P32320,CDA,Cytidine deaminase,25.3133,26.5978,25.865,25.5143,24.2645,24.6829
P32321,DCTD,Deoxycytidylate deaminase,28.412,28.9509,28.8713,26.2657,24.1793,26.198
P32322,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",35.4134,35.3349,35.4652,35.7918,35.7384,35.5748
P32519,ELF1,ETS-related transcription factor Elf-1,31.1212,29.449,30.554,30.4449,29.8739,30.2492
P32754,HPD,4-hydroxyphenylpyruvate dioxygenase,28.5649,29.9433,29.9113,27.3242,23.7162,24.3707
P32780,GTF2H1,General transcription factor IIH subunit 1,28.0196,26.6315,26.0257,27.9611,28.3526,28.4967
P32929,CTH,Cystathionine gamma-lyase,29.4928,30.512,30.4744,25.6112,25.9306,27.1047
P32969,RPL9,60S ribosomal protein L9,33.9995,33.9715,33.9193,33.6867,33.9295,33.6353
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,31.9772,32.024,31.7169,31.9214,31.6938,32.0424
P33176,KIF5B,Kinesin-1 heavy chain,33.9679,33.9866,34.056,31.7851,32.2507,32.0214
P33240,CSTF2,Cleavage stimulation factor subunit 2,33.9438,33.7521,33.7558,34.0797,34.1089,34.3419
P33316,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",32.8927,33.0802,33.2013,32.07,31.8196,32.0817
P33527,ABCC1,Multidrug resistance-associated protein 1,25.4918,27.996,26.9678,28.898,28.1378,28.7821
P33552,CKS2,Cyclin-dependent kinases regulatory subunit 2,29.2737,29.7188,29.9936,27.9954,28.2345,27.6439
P33778,HIST1H2BB,Histone H2B type 1-B,31.4495,31.2943,30.8827,30.7065,29.9145,30.9532
P33897,ABCD1,ATP-binding cassette sub-family D member 1,28.0937,27.9568,27.1035,27.7277,28.2721,27.9413
P33908,MAN1A1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",33.2718,33.1565,33.0803,33.2246,33.1666,33.1864
P33991,MCM4,DNA replication licensing factor MCM4,31.2694,32.1732,31.898,31.4446,31.6324,31.3557
P33992,MCM5,DNA replication licensing factor MCM5,30.1903,30.1407,29.6608,29.7056,29.2855,29.2183
P33993,MCM7,DNA replication licensing factor MCM7,30.5463,29.9035,30.3169,29.9305,29.5799,28.857
P34059,GALNS,N-acetylgalactosamine-6-sulfatase,26.7376,24.5103,27.4133,25.5105,25.2562,24.3297
P34741,SDC2,Syndecan-2,24.7751,23.8908,28.8016,30.281,29.9605,29.9282
P34896,SHMT1,"Serine hydroxymethyltransferase, cytosolic",29.306,29.3566,29.7682,25.0452,26.2249,26.0993
P34897,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",35.783,35.675,35.974,36.0009,36.1067,36.0218
P34931,HSPA1L,Heat shock 70 kDa protein 1-like,29.8864,29.8187,30.0221,29.8775,29.8156,29.5309
P34932,HSPA4,Heat shock 70 kDa protein 4,33.2259,33.4436,33.4832,31.7377,32.3116,31.5301
P34949,MPI,Mannose-6-phosphate isomerase,31.7444,31.807,31.7287,29.8008,30.1896,29.9907
P35080,PFN2,Profilin-2,30.806,30.6793,31.0609,27.9427,27.7066,28.1454
P35218,CA5A,"Carbonic anhydrase 5A, mitochondrial",26.0019,26.9566,25.147,27.4913,26.9671,26.1404
P35221,CTNNA1,Catenin alpha-1,31.2432,30.9803,31.3553,29.6956,29.9066,29.8193
P35222,CTNNB1,Catenin beta-1,33.5564,33.4441,33.4721,32.7241,32.9677,32.7984
P35227,PCGF2,Polycomb group RING finger protein 2,24.6041,24.1814,25.8018,26.4076,26.9336,25.6977
P35232,PHB,Prohibitin,36.3075,36.2546,36.3064,36.3713,36.5577,36.5406
P35237,SERPINB6,Serpin B6,25.844,24.3714,26.293,24.7403,24.3365,25.9234
P35241,RDX,Radixin,32.5621,32.566,32.2457,31.7219,31.9409,32.2296
P35244,RPA3,Replication protein A 14 kDa subunit,29.1644,28.5557,28.888,27.4436,26.7133,27.0005
P35249,RFC4,Replication factor C subunit 4,30.4267,31.0977,30.4721,30.5512,31.3144,31.0489
P35250,RFC2,Replication factor C subunit 2,30.6595,30.92,30.8075,31.2754,31.3983,31.2437
P35251,RFC1,Replication factor C subunit 1,33.1067,32.7269,32.774,33.1318,33.3193,33.2266
P35268,RPL22,60S ribosomal protein L22,34.224,33.9886,34.0796,33.7667,33.9683,33.5158
P35269,GTF2F1,General transcription factor IIF subunit 1,32.9292,32.7889,32.7061,30.1957,29.9115,30.7031
P35270,SPR,Sepiapterin reductase,32.2204,32.146,32.2409,31.0724,31.3016,31.5033
P35527,KRT9,"Keratin, type I cytoskeletal 9",27.9888,25.2449,24.4418,30.9317,25.4049,28.896
P35542,SAA4,Serum amyloid A-4 protein,26.2497,26.4162,24.4294,28.8063,28.771,28.912
P35558,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",26.9526,27.6403,27.1664,24.5923,23.2535,24.7574
P35579,MYH9,Myosin-9,32.5114,32.561,32.7816,32.8335,32.8487,33.2927
P35580,MYH10,Myosin-10,32.5256,32.7685,32.8779,30.6827,31.537,31.3364
P35606,COPB2,Coatomer subunit beta',30.5866,30.7797,31.4083,30.2968,29.9037,29.8412
P35610,SOAT1,Sterol O-acyltransferase 1,29.861,29.9996,29.5774,29.565,29.6449,30.2461
P35611,ADD1,Alpha-adducin,32.0429,32.0914,31.953,31.6289,32.1618,32.2307
P35613,BSG,Basigin,34.1638,34.0975,33.9644,34.304,33.886,34.218
P35637,FUS,RNA-binding protein FUS,35.5644,35.6699,35.5246,35.5129,35.665,35.8072
P35658,NUP214,Nuclear pore complex protein Nup214,32.8223,32.7308,32.7672,33.1957,32.8629,33.117
P35659,DEK,Protein DEK,33.2763,33.3713,33.3419,33.5513,33.52,33.5268
P35754,GLRX,Glutaredoxin-1,31.4135,31.5865,31.5824,23.3739,24.1389,25.6863
P35813,PPM1A,Protein phosphatase 1A,25.7343,27.8989,27.4287,23.8914,25.8127,24.2365
P35914,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",30.9553,30.999,31.3086,30.7455,31.0506,30.8255
P35998,PSMC2,26S proteasome regulatory subunit 7,33.6404,33.7892,33.8214,32.8052,33.0828,32.9341
P36405,ARL3,ADP-ribosylation factor-like protein 3,29.2338,29.6378,29.8524,24.4141,24.4025,23.5768
P36507,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,30.3444,30.2634,30.5943,24.9446,25.7798,24.5851
P36542,ATP5F1C,"ATP synthase subunit gamma, mitochondrial",32.2556,32.5498,32.5084,32.303,32.6941,32.5068
P36543,ATP6V1E1,V-type proton ATPase subunit E 1,31.9309,32.0646,32.3119,32.0729,31.955,31.9629
P36551,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",32.2845,32.3112,32.3411,32.275,32.5128,31.9981
P36578,RPL4,60S ribosomal protein L4,36.27,36.2279,36.0314,35.9018,35.8714,36.0165
P36776,LONP1,"Lon protease homolog, mitochondrial",32.5439,32.5081,32.6812,32.0883,32.5435,31.9294
P36871,PGM1,Phosphoglucomutase-1,30.724,30.9231,30.9939,26.3215,28.3449,27.842
P36873,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,30.6185,30.2717,30.33,30.5317,30.7386,30.5651
P36915,GNL1,Guanine nucleotide-binding protein-like 1,28.9983,28.7808,28.2522,23.9564,24.0262,25.0082
P36941,LTBR,Tumor necrosis factor receptor superfamily member 3,24.6194,24.5959,25.9483,24.7749,25.8633,25.729
P36954,POLR2I,DNA-directed RNA polymerase II subunit RPB9,24.5899,26.8358,25.0362,23.86,25.3007,27.6245
P36955,SERPINF1,Pigment epithelium-derived factor,28.2577,28.4931,27.9281,29.1294,29.527,29.053
P36957,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",33.0307,33.0499,32.8687,32.8481,32.4626,33.0805
P36969,GPX4,Phospholipid hydroperoxide glutathione peroxidase,27.7264,28.4607,28.6752,25.0806,25.6877,24.2974
P37059,HSD17B2,Estradiol 17-beta-dehydrogenase 2,29.421,29.6788,29.2928,25.0665,27.8728,27.7994
P37108,SRP14,Signal recognition particle 14 kDa protein,35.3416,35.3394,35.2029,34.9824,34.9827,35.0824
P37173,TGFBR2,TGF-beta receptor type-2,27.2025,26.1896,26.5871,28.7527,29.8411,30.5012
P37198,NUP62,Nuclear pore glycoprotein p62,29.7616,30.2725,29.5881,30.1488,30.2191,30.4647
P37268,FDFT1,Squalene synthase,32.8776,32.6624,32.3978,33.4588,33.5555,33.1489
P37802,TAGLN2,Transgelin-2,31.3672,31.4711,31.8629,27.7403,26.9622,27.5908
P37837,TALDO1,Transaldolase,35.0381,35.0566,35.1632,32.9039,32.984,32.8291
P38117,ETFB,Electron transfer flavoprotein subunit beta,35.553,35.3304,35.1464,34.8067,34.644,34.8424
P38159,RBMX,"RNA-binding motif protein, X chromosome",35.4599,35.341,35.3839,35.3612,35.693,35.4972
P38432,COIL,Coilin,29.971,30.0903,30.3257,29.8053,29.649,30.2134
P38435,GGCX,Vitamin K-dependent gamma-carboxylase,29.639,29.6835,29.5034,29.4284,30.0058,31.7655
P38606,ATP6V1A,V-type proton ATPase catalytic subunit A,31.0452,31.1686,31.6668,31.6665,31.8036,31.5186
P38646,HSPA9,"Stress-70 protein, mitochondrial",38.2222,38.2413,38.0867,38.4954,38.5853,38.6815
P38919,EIF4A3,Eukaryotic initiation factor 4A-III,34.2595,34.0685,34.2028,33.6164,34.0252,33.7236
P39019,RPS19,40S ribosomal protein S19,36.0066,35.8682,35.8498,36.2187,36.0893,36.2785
P39023,RPL3,60S ribosomal protein L3,34.8359,34.7344,34.583,34.2815,34.3824,34.2558
P39210,MPV17,Protein Mpv17,28.2781,28.4747,28.3376,27.9778,27.3072,28.0757
P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,31.8871,31.9148,32.0147,32.61,32.7245,32.3757
P39687,ANP32A,Acidic leucine-rich nuclear phosphoprotein 32 family member A,33.2278,33.4432,33.5382,30.7901,31.1242,30.8246
P39748,FEN1,Flap endonuclease 1,32.887,33.1567,33.2085,31.0364,31.3561,31.2491
P40121,CAPG,Macrophage-capping protein,26.5815,28.3191,26.2465,24.3286,25.0627,24.5646
P40123,CAP2,Adenylyl cyclase-associated protein 2,27.6521,27.8258,27.9294,26.8132,25.0928,26.7217
P40189,IL6ST,Interleukin-6 receptor subunit beta,27.2375,26.983,26.8306,30.3751,30.3817,30.0603
P40222,TXLNA,Alpha-taxilin,31.4749,31.6254,31.5157,29.6661,30.3121,30.0909
P40227,CCT6A,T-complex protein 1 subunit zeta,35.0412,34.9741,34.9708,34.2208,34.6906,34.5878
P40306,PSMB10,Proteasome subunit beta type-10,26.232,25.3249,25.5066,25.1301,25.1469,23.6684
P40429,RPL13A,60S ribosomal protein L13a,35.6386,35.3271,35.4592,35.1184,35.1963,35.1952
P40616,ARL1,ADP-ribosylation factor-like protein 1,25.8026,26.1044,27.0216,27.0908,27.4746,27.1599
P40692,MLH1,DNA mismatch repair protein Mlh1,23.9979,24.5162,24.1954,26.2818,24.8622,26.2928
P40763,STAT3,Signal transducer and activator of transcription 3,24.7243,24.4106,26.4856,25.1732,24.0561,24.4425
P40855,PEX19,Peroxisomal biogenesis factor 19,27.1228,27.2581,27.2874,26.0147,25.0885,26.2026
P40925,MDH1,"Malate dehydrogenase, cytoplasmic",34.7435,34.7254,34.9167,31.843,32.498,32.1497
P40926,MDH2,"Malate dehydrogenase, mitochondrial",37.4954,37.3326,37.3072,37.4118,37.4224,37.3793
P40937,RFC5,Replication factor C subunit 5,30.493,30.4567,30.3934,30.6643,30.3183,30.5641
P40938,RFC3,Replication factor C subunit 3,30.1777,29.7994,29.6656,29.7903,30.2555,29.7468
P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",34.959,34.9828,34.8373,35.318,35.516,35.2835
P41091,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,32.7948,32.917,32.7285,31.472,32.5127,31.5804
P41182,BCL6,B-cell lymphoma 6 protein,25.0589,23.9611,27.2258,27.0839,26.9193,26.7527
P41208,CETN2,Centrin-2,29.2337,29.4393,30.1365,28.9113,28.3664,28.5786
P41214,EIF2D,Eukaryotic translation initiation factor 2D,26.7148,27.1271,27.3404,26.2876,27.5639,25.9158
P41223,BUD31,Protein BUD31 homolog,30.1829,30.1271,30.1084,30.0029,30.4989,29.9022
P41227,NAA10,N-alpha-acetyltransferase 10,31.9432,31.6681,31.7299,29.4051,28.9922,29.3235
P41229,KDM5C,Lysine-specific demethylase 5C,26.561,27.4807,26.8397,26.4559,25.0413,23.9758
P41235,HNF4A,Hepatocyte nuclear factor 4-alpha,28.5103,29.247,29.4303,30.1689,30.5857,30.3853
P41236,PPP1R2,Protein phosphatase inhibitor 2,29.7698,30.1395,30.3024,25.4647,25.127,25.0665
P41250,GARS,Glycine--tRNA ligase,32.4175,32.3844,32.4105,30.939,31.3469,31.1075
P41252,IARS,"Isoleucine--tRNA ligase, cytoplasmic",30.2861,30.5995,29.8443,29.907,30.9657,30.4431
P41440,SLC19A1,Folate transporter 1,23.8597,23.9248,24.0118,29.273,29.0384,28.9069
P41567,EIF1,Eukaryotic translation initiation factor 1,34.4267,34.5437,34.6127,32.9055,33.1514,32.9923
P41743,PRKCI,Protein kinase C iota type,27.2247,27.7069,27.2223,25.1634,26.7314,26.7074
P42025,ACTR1B,Beta-centractin,26.4966,26.7041,27.2102,24.7799,25.8568,24.6963
P42126,ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial",35.1197,34.9026,33.6982,33.7279,35.0187,35.0387
P42166,TMPO,"Lamina-associated polypeptide 2, isoform alpha",32.0018,32.0612,31.9698,31.7285,32.2368,32.0965
P42167,TMPO,"Lamina-associated polypeptide 2, isoforms beta/gamma",34.3357,34.3043,34.257,34.2243,34.3252,34.4685
P42212,GFP,Green fluorescent protein,25.2601,25.3044,25.0685,29.7095,30.964,29.6966
P42224,STAT1,Signal transducer and activator of transcription 1-alpha/beta,26.6851,27.5819,27.6882,24.5136,25.1092,22.708
P42229,STAT5A,Signal transducer and activator of transcription 5A,25.6214,26.6759,27.3861,24.9924,23.2132,25.3386
P42285,MTREX,Exosome RNA helicase MTR4,31.3755,31.5554,31.292,31.8523,31.9806,32.0542
P42330,AKR1C3,Aldo-keto reductase family 1 member C3,33.731,33.8457,34.036,30.8984,31.3326,30.8682
P42345,MTOR,Serine/threonine-protein kinase mTOR,27.9354,27.9367,28.0053,27.4046,27.4221,27.8479
P42356,PI4KA,Phosphatidylinositol 4-kinase alpha,26.1216,24.3167,24.8109,25.716,28.6334,25.1796
P42566,EPS15,Epidermal growth factor receptor substrate 15,25.0253,26.9085,25.8158,24.4598,24.6621,24.3732
P42574,CASP3,Caspase-3,30.2447,30.3884,30.376,27.1071,27.9671,27.7054
P42677,RPS27,40S ribosomal protein S27,33.986,33.9567,33.79,33.3428,33.5939,33.577
P42694,HELZ,Probable helicase with zinc finger domain,29.6939,29.8148,29.1311,29.9655,29.3908,29.941
P42695,NCAPD3,Condensin-2 complex subunit D3,28.613,28.493,28.7158,28.1709,27.3526,28.4479
P42696,RBM34,RNA-binding protein 34,28.7062,28.5526,28.6141,29.1621,29.2324,29.3224
P42704,LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial",34.5584,34.6202,34.3836,35.2188,35.4898,35.1099
P42765,ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial",34.6481,34.7133,34.6182,34.7111,34.7506,34.6268
P42766,RPL35,60S ribosomal protein L35,35.3039,35.112,35.2475,34.7589,34.7245,34.6558
P42785,PRCP,Lysosomal Pro-X carboxypeptidase,28.4356,28.0997,28.237,24.5178,27.0389,25.7036
P42892,ECE1,Endothelin-converting enzyme 1,26.6034,25.3133,26.6583,25.7918,24.3608,26.2891
P43007,SLC1A4,Neutral amino acid transporter A,25.7366,25.9897,25.0133,29.0348,29.1005,28.0646
P43034,PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit alpha,25.3442,25.5117,25.2254,23.892,25.9128,24.7384
P43121,MCAM,Cell surface glycoprotein MUC18,27.1493,26.1563,22.8946,30.7817,31.1706,31.3146
P43155,CRAT,Carnitine O-acetyltransferase,30.2635,30.2756,30.1784,29.4785,30.1546,30.0315
P43243,MATR3,Matrin-3,36.4394,36.4662,36.3405,36.5159,36.7075,36.7923
P43246,MSH2,DNA mismatch repair protein Msh2,27.0973,27.6871,26.2082,25.1934,26.5179,23.8321
P43307,SSR1,Translocon-associated protein subunit alpha,30.5231,30.6842,30.4104,30.681,30.7469,30.8198
P43308,SSR2,Translocon-associated protein subunit beta,31.3,31.2544,31.2231,31.4623,31.1236,31.5014
P43487,RANBP1,Ran-specific GTPase-activating protein,34.4919,34.5594,34.6503,32.2332,32.3468,32.2193
P43490,NAMPT,Nicotinamide phosphoribosyltransferase,30.3598,30.4671,30.8123,29.8763,26.4775,27.4272
