ProteinID,Gene,Proximity_Shift_Score,p.value,adj.p.value,significance,significance_raw
Q92598,HSPH1,-0.499481214,0.682760444,0.874308354,Not Significant,Not Significant
O15258,RER1,0.621726213,0.687257628,0.876289641,Not Significant,Not Significant
P05386,RPLP1,-0.250673948,0.689473507,0.876289641,Not Significant,Not Significant
P13010,XRCC5,0.105595204,0.68999511,0.876289641,Not Significant,Not Significant
P18206,VCL,0.154783255,0.689079643,0.876289641,Not Significant,Not Significant
P19784,CSNK2A2,0.418929308,0.689623079,0.876289641,Not Significant,Not Significant
P26641,EEF1G,0.282735269,0.685524925,0.876289641,Not Significant,Not Significant
P27824,CANX,0.424754185,0.689392721,0.876289641,Not Significant,Not Significant
P60660,MYL6,-0.31635387,0.688432509,0.876289641,Not Significant,Not Significant
P62847,RPS24,0.707645799,0.688348396,0.876289641,Not Significant,Not Significant
Q01581,HMGCS1,2.554056359,0.687139029,0.876289641,Not Significant,Not Significant
Q15005,SPCS2,1.329045909,0.686135954,0.876289641,Not Significant,Not Significant
Q9BSD7,NTPCR,-0.298430382,0.687275221,0.876289641,Not Significant,Not Significant
P08758,ANXA5,0.790704932,0.691403905,0.877112393,Not Significant,Not Significant
Q05519,SRSF11,-0.257901288,0.691473548,0.877112393,Not Significant,Not Significant
O94826,TOMM70,0.68085955,0.691935965,0.877172123,Not Significant,Not Significant
O95486,SEC24A,0.746593294,0.692928689,0.877903653,Not Significant,Not Significant
P15151,PVR,1.828065597,0.69337772,0.877913774,Not Significant,Not Significant
P49757,NUMB,0.403867598,0.693768035,0.877913774,Not Significant,Not Significant
Q8NC51,SERBP1,-0.340074316,0.694376442,0.878038567,Not Significant,Not Significant
Q99519,NEU1,-0.952472525,0.694698127,0.878038567,Not Significant,Not Significant
Q12789,GTF3C1,0.384892144,0.695412912,0.878090014,Not Significant,Not Significant
Q96FC7,PHYHIPL,0.57815072,0.695986314,0.878090014,Not Significant,Not Significant
Q9UKK9,NUDT5,-0.437972918,0.696401882,0.878090014,Not Significant,Not Significant
Q9Y2R4,DDX52,-2.267193052,0.69632506,0.878090014,Not Significant,Not Significant
P12074,COX6A1,-0.755254224,0.700573789,0.878107918,Not Significant,Not Significant
P31483,TIA1,-0.280976449,0.69778792,0.878107918,Not Significant,Not Significant
P51114,FXR1,0.347074395,0.699972267,0.878107918,Not Significant,Not Significant
P68402,PAFAH1B2,-0.555818121,0.697990995,0.878107918,Not Significant,Not Significant
Q03701,CEBPZ,1.041277905,0.698735839,0.878107918,Not Significant,Not Significant
Q13409,DYNC1I2,4.257088912,0.700219941,0.878107918,Not Significant,Not Significant
Q13885,TUBB2A,-1.41888654,0.699885032,0.878107918,Not Significant,Not Significant
Q8WTT2,NOC3L,1.063426917,0.698956587,0.878107918,Not Significant,Not Significant
Q9BWD1,ACAT2,-1.458956358,0.70004865,0.878107918,Not Significant,Not Significant
Q9UNZ2,NSFL1C,1.247347559,0.698257309,0.878107918,Not Significant,Not Significant
P50395,GDI2,0.609165044,0.701858148,0.879195972,Not Significant,Not Significant
P23434,GCSH,0.661049137,0.703828554,0.880098227,Not Significant,Not Significant
Q9UNS2,COPS3,-2.778055437,0.703553479,0.880098227,Not Significant,Not Significant
Q9Y305,ACOT9,-0.464068802,0.703811989,0.880098227,Not Significant,Not Significant
O15232,MATN3,0.237434412,0.70561199,0.880595721,Not Significant,Not Significant
P20073,ANXA7,2.271317336,0.70593282,0.880595721,Not Significant,Not Significant
Q9BQ67,GRWD1,0.51385035,0.705278709,0.880595721,Not Significant,Not Significant
Q9HCC0,MCCC2,0.19543058,0.705771795,0.880595721,Not Significant,Not Significant
Q9NX20,MRPL16,-0.214276174,0.706311151,0.880595721,Not Significant,Not Significant
P54709,ATP1B3,1.658065262,0.707383125,0.881411894,Not Significant,Not Significant
P51649,ALDH5A1,-0.068950781,0.709027216,0.882939552,Not Significant,Not Significant
P50336,PPOX,-0.535297756,0.70949546,0.88300201,Not Significant,Not Significant
Q15154,PCM1,0.504914088,0.71095796,0.883780584,Not Significant,Not Significant
Q8NBU5,ATAD1,0.700927587,0.71064434,0.883780584,Not Significant,Not Significant
Q96C36,PYCR2,0.213234741,0.711755299,0.884251289,Not Significant,Not Significant
Q13868,EXOSC2,1.013045276,0.712931927,0.885192375,Not Significant,Not Significant
Q96C86,DCPS,1.212037506,0.714094017,0.886032008,Not Significant,Not Significant
Q9NZI8,IGF2BP1,0.247494117,0.714447211,0.886032008,Not Significant,Not Significant
O14681,EI24,-0.62738729,0.71689867,0.887508788,Not Significant,Not Significant
Q13825,AUH,0.275101968,0.716330088,0.887508788,Not Significant,Not Significant
Q8IVS2,MCAT,-2.16510536,0.71683615,0.887508788,Not Significant,Not Significant
P61088,UBE2N,1.668742676,0.717606077,0.88752357,Not Significant,Not Significant
Q10713,PMPCA,0.200774413,0.717751069,0.88752357,Not Significant,Not Significant
O95487,SEC24B,0.527739854,0.72030607,0.888180405,Not Significant,Not Significant
P36873,PPP1CC,-0.127599045,0.720269824,0.888180405,Not Significant,Not Significant
P49407,ARRB1,0.434382804,0.718921378,0.888180405,Not Significant,Not Significant
Q13151,HNRNPA0,0.046770274,0.720384959,0.888180405,Not Significant,Not Significant
Q6NSJ0,MYORG,-1.030275463,0.719445397,0.888180405,Not Significant,Not Significant
P20042,EIF2S2,0.161906964,0.720905837,0.888304042,Not Significant,Not Significant
Q9Y3F4,STRAP,-1.810366991,0.721397823,0.888391954,Not Significant,Not Significant
P63010,AP2B1,-0.626533343,0.722342631,0.889037085,Not Significant,Not Significant
Q16822,PCK2,-0.363219352,0.722783522,0.889061618,Not Significant,Not Significant
P41250,GARS,-1.662125438,0.723673915,0.889638712,Not Significant,Not Significant
P10599,TXN,-0.790688385,0.725893456,0.8909914,Not Significant,Not Significant
P20618,PSMB1,-0.68846831,0.72730548,0.8909914,Not Significant,Not Significant
P22607,FGFR3,0.267592784,0.726182532,0.8909914,Not Significant,Not Significant
Q15758,SLC1A5,-1.081079864,0.727065068,0.8909914,Not Significant,Not Significant
Q5RKV6,EXOSC6,1.076191191,0.727143994,0.8909914,Not Significant,Not Significant
Q9HC35,EML4,-0.364308696,0.726257214,0.8909914,Not Significant,Not Significant
O15127,SCAMP2,0.726778377,0.727790127,0.89106826,Not Significant,Not Significant
Q13895,BYSL,0.224896747,0.729043795,0.892086034,Not Significant,Not Significant
P05091,ALDH2,-0.191130775,0.730149093,0.892187258,Not Significant,Not Significant
P39748,FEN1,-1.606809519,0.729647234,0.892187258,Not Significant,Not Significant
P54727,RAD23B,0.921717009,0.73039383,0.892187258,Not Significant,Not Significant
Q9BQ95,ECSIT,-0.141403616,0.731629381,0.892666428,Not Significant,Not Significant
Q9HB07,C12orf10,-1.248685572,0.731631433,0.892666428,Not Significant,Not Significant
Q15056,EIF4H,-8.957673544,0.733625316,0.894582372,Not Significant,Not Significant
O00584,RNASET2,2.72336679,0.735446276,0.896163127,Not Significant,Not Significant
P62316,SNRPD2,0.24930687,0.735770295,0.896163127,Not Significant,Not Significant
Q96AC1,FERMT2,0.727490522,0.736315429,0.896310194,Not Significant,Not Significant
O75116,ROCK2,1.501280815,0.737315038,0.89701,Not Significant,Not Significant
P46782,RPS5,0.064926196,0.738516186,0.89795405,Not Significant,Not Significant
Q9UBU9,NXF1,-0.385682853,0.738987987,0.898010718,Not Significant,Not Significant
Q96QZ7,MAGI1,0.39515193,0.739728416,0.898393568,Not Significant,Not Significant
P82675,MRPS5,1.055438839,0.740280929,0.898547886,Not Significant,Not Significant
P53992,SEC24C,-0.239829537,0.741288078,0.898737326,Not Significant,Not Significant
Q9BV38,WDR18,0.562334728,0.741135432,0.898737326,Not Significant,Not Significant
P52895,AKR1C2,-0.042946087,0.74234889,0.899507088,Not Significant,Not Significant
A6NCS6,C2orf72,0.529704963,0.74345251,0.899516578,Not Significant,Not Significant
P04080,CSTB,-1.902869496,0.744060351,0.899516578,Not Significant,Not Significant
P10644,PRKAR1A,-1.955377546,0.743886374,0.899516578,Not Significant,Not Significant
Q9UHX1,PUF60,0.153813479,0.743917232,0.899516578,Not Significant,Not Significant
Q9UEW8,STK39,-0.314465678,0.745001013,0.900138524,Not Significant,Not Significant
O60701,UGDH,-0.375981901,0.745481891,0.900204548,Not Significant,Not Significant
P28066,PSMA5,-1.798826511,0.747143495,0.901492968,Not Significant,Not Significant
Q9Y520,PRRC2C,1.223042398,0.747402551,0.901492968,Not Significant,Not Significant
O15355,PPM1G,-1.535076501,0.748310262,0.902072645,Not Significant,Not Significant
Q9BRJ2,MRPL45,1.199430181,0.752058535,0.906073946,Not Significant,Not Significant
O00154,ACOT7,1.745317071,0.75678299,0.909172739,Not Significant,Not Significant
P43897,TSFM,-0.404463389,0.756731854,0.909172739,Not Significant,Not Significant
P60842,EIF4A1,-0.074157718,0.755875948,0.909172739,Not Significant,Not Significant
Q99700,ATXN2,0.817840032,0.756002522,0.909172739,Not Significant,Not Significant
Q9UN86,G3BP2,0.385827969,0.756608182,0.909172739,Not Significant,Not Significant
P82094,TMF1,0.353955583,0.757755587,0.909340833,Not Significant,Not Significant
Q15020,SART3,-0.301339674,0.757784028,0.909340833,Not Significant,Not Significant
O00571,DDX3X,-0.158765319,0.759368832,0.909446795,Not Significant,Not Significant
P22392,NME2,0.687379893,0.758861169,0.909446795,Not Significant,Not Significant
P61254,RPL26,0.63124358,0.759594766,0.909446795,Not Significant,Not Significant
Q9H0V9,LMAN2L,-0.322561401,0.758929038,0.909446795,Not Significant,Not Significant
O15144,ARPC2,1.070309353,0.762967697,0.910284003,Not Significant,Not Significant
O43399,TPD52L2,-0.982794788,0.763366401,0.910284003,Not Significant,Not Significant
P12081,HARS,-1.531680113,0.766730417,0.910284003,Not Significant,Not Significant
P31939,ATIC,0.38424551,0.767190116,0.910284003,Not Significant,Not Significant
P35658,NUP214,0.425194291,0.761892645,0.910284003,Not Significant,Not Significant
P35998,PSMC2,0.368348346,0.761828649,0.910284003,Not Significant,Not Significant
P36871,PGM1,-0.711976652,0.764796403,0.910284003,Not Significant,Not Significant
P49006,MARCKSL1,0.339948086,0.765435092,0.910284003,Not Significant,Not Significant
P61326,MAGOH,0.286563652,0.764914875,0.910284003,Not Significant,Not Significant
P62424,RPL7A,-0.057930117,0.760947928,0.910284003,Not Significant,Not Significant
Q13596,SNX1,-1.233339904,0.766679669,0.910284003,Not Significant,Not Significant
Q16543,CDC37,-0.30579563,0.766755441,0.910284003,Not Significant,Not Significant
Q16625,OCLN,-0.588571,0.765479401,0.910284003,Not Significant,Not Significant
Q8TAE8,GADD45GIP1,0.26810228,0.766851483,0.910284003,Not Significant,Not Significant
Q9BRX8,FAM213A,0.727803777,0.766434103,0.910284003,Not Significant,Not Significant
Q9HCU5,PREB,1.035619949,0.76228077,0.910284003,Not Significant,Not Significant
O75821,EIF3G,-0.151266199,0.770932576,0.914210893,Not Significant,Not Significant
O43865,AHCYL1,0.223248421,0.771577109,0.914461759,Not Significant,Not Significant
P16403,HIST1H1C,-0.346558759,0.773529337,0.915122873,Not Significant,Not Significant
P41235,HNF4A,-0.150031147,0.773515278,0.915122873,Not Significant,Not Significant
P49753,ACOT2,0.009579016,0.773868111,0.915122873,Not Significant,Not Significant
Q5JTZ9,AARS2,0.086818878,0.773079915,0.915122873,Not Significant,Not Significant
A5YKK6,CNOT1,0.209683876,0.77506117,0.916020812,Not Significant,Not Significant
P10515,DLAT,0.257549585,0.7767466,0.916474201,Not Significant,Not Significant
P35637,FUS,0.105503037,0.776327534,0.916474201,Not Significant,Not Significant
Q4L180,FILIP1L,0.357994954,0.776733459,0.916474201,Not Significant,Not Significant
P06396,GSN,-0.878554246,0.777814073,0.917221286,Not Significant,Not Significant
O15511,ARPC5,-1.665686615,0.779573464,0.918783012,Not Significant,Not Significant
P07305,H1F0,0.094246634,0.782794629,0.918989581,Not Significant,Not Significant
P26640,VARS,-0.257970135,0.781178579,0.918989581,Not Significant,Not Significant
P46379,BAG6,1.657708973,0.780577041,0.918989581,Not Significant,Not Significant
P62266,RPS23,-0.115341224,0.782580646,0.918989581,Not Significant,Not Significant
Q04917,YWHAH,-0.29933328,0.78104659,0.918989581,Not Significant,Not Significant
Q86U38,NOP9,-0.56621603,0.782789166,0.918989581,Not Significant,Not Significant
Q9Y2R5,MRPS17,0.13760041,0.78187512,0.918989581,Not Significant,Not Significant
Q9H074,PAIP1,-2.315947652,0.783266643,0.919032862,Not Significant,Not Significant
P23528,CFL1,0.44952851,0.784375982,0.919644109,Not Significant,Not Significant
P62633,CNBP,0.799043397,0.785529343,0.919644109,Not Significant,Not Significant
Q15027,ACAP1,-0.896690415,0.784715109,0.919644109,Not Significant,Not Significant
Q9BWJ5,SF3B5,-0.468732814,0.785272978,0.919644109,Not Significant,Not Significant
P52569,SLC7A2,-0.106691801,0.785971798,0.91965232,Not Significant,Not Significant
P22314,UBA1,0.416993866,0.790355516,0.92375808,Not Significant,Not Significant
P10768,ESD,0.083482268,0.79297961,0.924777988,Not Significant,Not Significant
P27695,APEX1,0.336105782,0.792050886,0.924777988,Not Significant,Not Significant
P28070,PSMB4,-0.478438435,0.792158947,0.924777988,Not Significant,Not Significant
Q9UBE0,SAE1,-0.516880797,0.792841159,0.924777988,Not Significant,Not Significant
P30419,NMT1,-0.143810812,0.794825246,0.924835332,Not Significant,Not Significant
P33992,MCM5,0.307612137,0.796609295,0.924835332,Not Significant,Not Significant
P35659,DEK,0.446319441,0.797665517,0.924835332,Not Significant,Not Significant
P41252,IARS,-0.088248177,0.799344335,0.924835332,Not Significant,Not Significant
P49406,MRPL19,-1.115838116,0.795949666,0.924835332,Not Significant,Not Significant
P52789,HK2,-0.6195085,0.799597214,0.924835332,Not Significant,Not Significant
Q14258,TRIM25,-0.970420941,0.797870927,0.924835332,Not Significant,Not Significant
Q14677,CLINT1,0.287217849,0.796920335,0.924835332,Not Significant,Not Significant
Q32MZ4,LRRFIP1,-1.159954488,0.797586449,0.924835332,Not Significant,Not Significant
Q8TD30,GPT2,-0.323613768,0.797880136,0.924835332,Not Significant,Not Significant
Q9GZU2,PEG3,0.195724761,0.799582999,0.924835332,Not Significant,Not Significant
Q9HAV4,XPO5,-1.158544437,0.799136385,0.924835332,Not Significant,Not Significant
Q9UKF6,CPSF3,0.269342022,0.796379121,0.924835332,Not Significant,Not Significant
Q9Y3D9,MRPS23,0.254075554,0.799070719,0.924835332,Not Significant,Not Significant
Q9Y5B9,SUPT16H,0.175824647,0.796353926,0.924835332,Not Significant,Not Significant
O14745,SLC9A3R1,-0.932869885,0.805675153,0.926966756,Not Significant,Not Significant
O43395,PRPF3,-0.283770034,0.805771946,0.926966756,Not Significant,Not Significant
P07148,FABP1,-0.583127951,0.801963859,0.926966756,Not Significant,Not Significant
P30038,ALDH4A1,0.012105792,0.804008577,0.926966756,Not Significant,Not Significant
P61956,SUMO2,0.08661605,0.802477391,0.926966756,Not Significant,Not Significant
Q14566,MCM6,0.239438979,0.806217458,0.926966756,Not Significant,Not Significant
Q5VZF2,MBNL2,0.476692218,0.805797786,0.926966756,Not Significant,Not Significant
Q6PIU2,NCEH1,-0.502878249,0.806267959,0.926966756,Not Significant,Not Significant
Q8IYU8,MICU2,0.398929725,0.803621979,0.926966756,Not Significant,Not Significant
Q9BVJ6,UTP14A,-0.781078403,0.805513892,0.926966756,Not Significant,Not Significant
Q9H9J2,MRPL44,-0.094113169,0.803885683,0.926966756,Not Significant,Not Significant
Q9UMS4,PRPF19,0.07279309,0.80720358,0.927537519,Not Significant,Not Significant
Q02252,ALDH6A1,0.061373564,0.807920539,0.927856541,Not Significant,Not Significant
P42566,EPS15,-0.477018604,0.809194424,0.928181913,Not Significant,Not Significant
P48637,GSS,0.829707088,0.809522293,0.928181913,Not Significant,Not Significant
Q06203,PPAT,-2.441613089,0.808877805,0.928181913,Not Significant,Not Significant
Q8IWA4,MFN1,0.209105251,0.810880808,0.928731164,Not Significant,Not Significant
Q9UJS0,SLC25A13,0.282905397,0.810865805,0.928731164,Not Significant,Not Significant
P53367,ARFIP1,-1.020196712,0.811722809,0.929191638,Not Significant,Not Significant
Q9HCG8,CWC22,0.233742587,0.813053561,0.930210791,Not Significant,Not Significant
P09874,PARP1,0.10760404,0.815221834,0.930674872,Not Significant,Not Significant
P35579,MYH9,0.069974579,0.814591207,0.930674872,Not Significant,Not Significant
P62917,RPL8,0.107581266,0.815189353,0.930674872,Not Significant,Not Significant
Q9NTK5,OLA1,0.551268389,0.814166953,0.930674872,Not Significant,Not Significant
A6NHR9,SMCHD1,0.101861234,0.819641039,0.932395607,Not Significant,Not Significant
O00299,CLIC1,-0.369026785,0.817770591,0.932395607,Not Significant,Not Significant
O15143,ARPC1B,0.324814804,0.820106233,0.932395607,Not Significant,Not Significant
P31948,STIP1,0.406211984,0.819500594,0.932395607,Not Significant,Not Significant
P53680,AP2S1,0.23183888,0.819340975,0.932395607,Not Significant,Not Significant
P55072,VCP,-0.070970515,0.820260908,0.932395607,Not Significant,Not Significant
Q9NQZ2,UTP3,0.253779231,0.818539173,0.932395607,Not Significant,Not Significant
Q9UQ80,PA2G4,0.374823242,0.818005049,0.932395607,Not Significant,Not Significant
O75312,ZPR1,1.000516375,0.821672061,0.933349908,Not Significant,Not Significant
P27816,MAP4,0.23764147,0.821984294,0.933349908,Not Significant,Not Significant
P48449,LSS,0.334802641,0.823177101,0.934202062,Not Significant,Not Significant
P26583,HMGB2,-1.108151377,0.824754552,0.934938912,Not Significant,Not Significant
P62263,RPS14,-0.122970422,0.825256346,0.934938912,Not Significant,Not Significant
Q15631,TSN,-1.235591578,0.825472162,0.934938912,Not Significant,Not Significant
Q99829,CPNE1,0.473677065,0.825602299,0.934938912,Not Significant,Not Significant
Q9BQE3,TUBA1C,0.272637732,0.826039778,0.934938912,Not Significant,Not Significant
P28072,PSMB6,0.157420662,0.826824005,0.935151691,Not Significant,Not Significant
Q9BQG0,MYBBP1A,-0.360033678,0.827113333,0.935151691,Not Significant,Not Significant
P13693,TPT1,1.107549734,0.827949035,0.935283172,Not Significant,Not Significant
Q14247,CTTN,0.03243838,0.828115309,0.935283172,Not Significant,Not Significant
Q96SB4,SRPK1,-0.156384098,0.829311612,0.936133684,Not Significant,Not Significant
P05166,PCCB,-0.499534494,0.830240908,0.93668205,Not Significant,Not Significant
O00267,SUPT5H,0.27990809,0.832386572,0.93856223,Not Significant,Not Significant
P53007,SLC25A1,-0.213851509,0.832796221,0.93856223,Not Significant,Not Significant
P56381,ATP5F1E,0.0985463,0.835666143,0.940792587,Not Significant,Not Significant
Q9H2W6,MRPL46,-0.712867966,0.835616053,0.940792587,Not Significant,Not Significant
P13674,P4HA1,-0.274598168,0.836985822,0.941630278,Not Significant,Not Significant
Q9NYL9,TMOD3,-0.411536848,0.837301923,0.941630278,Not Significant,Not Significant
Q15942,ZYX,0.689789702,0.840733733,0.943981735,Not Significant,Not Significant
Q8IWA0,WDR75,-0.388531803,0.839956868,0.943981735,Not Significant,Not Significant
Q9Y230,RUVBL2,0.119597175,0.840377255,0.943981735,Not Significant,Not Significant
P09429,HMGB1,-0.955204239,0.842885799,0.945279833,Not Significant,Not Significant
P20810,CAST,1.245666192,0.843013395,0.945279833,Not Significant,Not Significant
Q96CS3,FAF2,-0.295669534,0.84339911,0.945279833,Not Significant,Not Significant
Q9NRR5,UBQLN4,0.079641666,0.843680154,0.945279833,Not Significant,Not Significant
O43488,AKR7A2,2.889099865,0.845623448,0.946088041,Not Significant,Not Significant
Q7LBC6,KDM3B,-0.24177117,0.84574537,0.946088041,Not Significant,Not Significant
Q9Y697,NFS1,-0.301676765,0.845067541,0.946088041,Not Significant,Not Significant
O43324,EEF1E1,0.168060786,0.848695942,0.948886093,Not Significant,Not Significant
P62913,RPL11,0.182317701,0.850154491,0.949151404,Not Significant,Not Significant
Q00839,HNRNPU,0.087203081,0.849707029,0.949151404,Not Significant,Not Significant
Q14152,EIF3A,-0.320005867,0.850281467,0.949151404,Not Significant,Not Significant
P12270,TPR,-0.309907214,0.852835134,0.950494883,Not Significant,Not Significant
Q8IVL6,P3H3,0.352411691,0.852414118,0.950494883,Not Significant,Not Significant
Q99614,TTC1,-0.263442001,0.852210263,0.950494883,Not Significant,Not Significant
Q14978,NOLC1,-0.138823001,0.853383724,0.950604655,Not Significant,Not Significant
P25398,RPS12,-0.038559068,0.853905496,0.950684453,Not Significant,Not Significant
O15321,TM9SF1,0.45163843,0.855392188,0.950808523,Not Significant,Not Significant
P33993,MCM7,0.186504594,0.854665933,0.950808523,Not Significant,Not Significant
P60174,TPI1,0.381890699,0.855817709,0.950808523,Not Significant,Not Significant
Q13492,PICALM,-0.105903262,0.854976931,0.950808523,Not Significant,Not Significant
Q16740,CLPP,0.11652278,0.857473597,0.952147338,Not Significant,Not Significant
Q8NCN5,PDPR,0.14081803,0.857975207,0.952203698,Not Significant,Not Significant
P04792,HSPB1,-0.178755188,0.863058003,0.956352721,Not Significant,Not Significant
P61457,PCBD1,-0.797771918,0.863072105,0.956352721,Not Significant,Not Significant
Q96IF1,AJUBA,0.174614122,0.862688089,0.956352721,Not Significant,Not Significant
P62851,RPS25,0.135700769,0.864858039,0.957829145,Not Significant,Not Significant
Q15181,PPA1,1.683977879,0.865406235,0.957933946,Not Significant,Not Significant
O14950,MYL12B,0.051545189,0.867939565,0.959068237,Not Significant,Not Significant
P31946,YWHAB,0.691136545,0.868247381,0.959068237,Not Significant,Not Significant
P82930,MRPS34,0.96283238,0.868100311,0.959068237,Not Significant,Not Significant
Q9Y277,VDAC3,0.648069709,0.867748779,0.959068237,Not Significant,Not Significant
P11172,UMPS,-0.332569123,0.872171141,0.959849388,Not Significant,Not Significant
P31689,DNAJA1,0.924787057,0.87084574,0.959849388,Not Significant,Not Significant
P55265,ADAR,0.083673362,0.872448753,0.959849388,Not Significant,Not Significant
P62937,PPIA,-0.431133781,0.871787136,0.959849388,Not Significant,Not Significant
Q14157,UBAP2L,0.881788796,0.871462185,0.959849388,Not Significant,Not Significant
Q29RF7,PDS5A,-0.112663664,0.869957539,0.959849388,Not Significant,Not Significant
Q8TAQ2,SMARCC2,0.228641395,0.869597311,0.959849388,Not Significant,Not Significant
Q9NVJ2,ARL8B,0.40807592,0.872590353,0.959849388,Not Significant,Not Significant
O94992,HEXIM1,0.268637481,0.88091448,0.960997614,Not Significant,Not Significant
O96019,ACTL6A,0.159769399,0.879671875,0.960997614,Not Significant,Not Significant
P07384,CAPN1,0.15546615,0.878522857,0.960997614,Not Significant,Not Significant
P07814,EPRS,0.019227699,0.877302036,0.960997614,Not Significant,Not Significant
P15924,DSP,0.154019429,0.876873695,0.960997614,Not Significant,Not Significant
P50914,RPL14,0.032095136,0.878394785,0.960997614,Not Significant,Not Significant
P62249,RPS16,0.050692986,0.879210351,0.960997614,Not Significant,Not Significant
P63000,RAC1,-0.405436619,0.878867025,0.960997614,Not Significant,Not Significant
P78540,ARG2,0.600772024,0.880722724,0.960997614,Not Significant,Not Significant
Q00266,MAT1A,0.288138142,0.877269756,0.960997614,Not Significant,Not Significant
Q06520,SULT2A1,-0.212657359,0.879665753,0.960997614,Not Significant,Not Significant
Q13330,MTA1,0.360062363,0.876154869,0.960997614,Not Significant,Not Significant
Q9C0J8,WDR33,0.343216379,0.874289856,0.960997614,Not Significant,Not Significant
Q9HAV7,GRPEL1,-0.125312092,0.875035889,0.960997614,Not Significant,Not Significant
Q9P258,RCC2,1.222158171,0.880469572,0.960997614,Not Significant,Not Significant
Q9Y3I0,RTCB,0.32469563,0.877111426,0.960997614,Not Significant,Not Significant
O14979,HNRNPDL,-0.091866659,0.89061844,0.961736004,Not Significant,Not Significant
O60885,BRD4,-0.080911669,0.89027171,0.961736004,Not Significant,Not Significant
O75083,WDR1,0.124341471,0.883075286,0.961736004,Not Significant,Not Significant
P07437,TUBB,-0.077634523,0.89036322,0.961736004,Not Significant,Not Significant
P19404,NDUFV2,-0.081177762,0.8909833,0.961736004,Not Significant,Not Significant
P26639,TARS,-1.52258226,0.887541777,0.961736004,Not Significant,Not Significant
P42126,ECI1,0.013294922,0.890476242,0.961736004,Not Significant,Not Significant
P51553,IDH3G,-0.292451254,0.890757217,0.961736004,Not Significant,Not Significant
P54920,NAPA,0.276059089,0.887179623,0.961736004,Not Significant,Not Significant
P62979,RPS27A,-0.034995558,0.887512056,0.961736004,Not Significant,Not Significant
Q13509,TUBB3,-0.363535229,0.890628262,0.961736004,Not Significant,Not Significant
Q13561,DCTN2,0.843268898,0.887309201,0.961736004,Not Significant,Not Significant
Q8N183,NDUFAF2,0.126989629,0.885367818,0.961736004,Not Significant,Not Significant
Q92616,GCN1,-0.104623557,0.886970976,0.961736004,Not Significant,Not Significant
Q92947,GCDH,0.605680134,0.891154053,0.961736004,Not Significant,Not Significant
Q96HY6,DDRGK1,0.162008357,0.889898118,0.961736004,Not Significant,Not Significant
Q9BUQ8,DDX23,-0.016705597,0.885113014,0.961736004,Not Significant,Not Significant
Q9BWU0,SLC4A1AP,-0.095821673,0.882324866,0.961736004,Not Significant,Not Significant
Q9BY77,POLDIP3,-0.051096605,0.884047946,0.961736004,Not Significant,Not Significant
Q9NSK0,KLC4,-1.844877246,0.890875998,0.961736004,Not Significant,Not Significant
Q9Y570,PPME1,0.128101719,0.88623711,0.961736004,Not Significant,Not Significant
P01111,NRAS,-0.239619672,0.893443557,0.962607598,Not Significant,Not Significant
P11387,TOP1,0.038590062,0.893314057,0.962607598,Not Significant,Not Significant
P21397,MAOA,-0.106562132,0.893784801,0.962607598,Not Significant,Not Significant
P30046,DDT,-0.409386758,0.892441847,0.962607598,Not Significant,Not Significant
O15042,U2SURP,-0.042222984,0.895802137,0.963306575,Not Significant,Not Significant
Q04446,GBE1,-0.250062986,0.895576295,0.963306575,Not Significant,Not Significant
Q9UBC2,EPS15L1,0.45110328,0.895569021,0.963306575,Not Significant,Not Significant
Q16718,NDUFA5,-0.050173546,0.897050287,0.96371674,Not Significant,Not Significant
Q9BXP5,SRRT,-0.02118447,0.89709617,0.96371674,Not Significant,Not Significant
Q93009,USP7,-0.047588097,0.89842128,0.964159422,Not Significant,Not Significant
Q9Y6D9,MAD1L1,-0.043572575,0.898130447,0.964159422,Not Significant,Not Significant
O75607,NPM3,-0.151917147,0.904271968,0.964178312,Not Significant,Not Significant
P19623,SRM,0.09690704,0.903741198,0.964178312,Not Significant,Not Significant
P43686,PSMC4,0.216918353,0.899068255,0.964178312,Not Significant,Not Significant
P54819,AK2,-0.071464293,0.904830215,0.964178312,Not Significant,Not Significant
P55036,PSMD4,0.558482769,0.901137638,0.964178312,Not Significant,Not Significant
Q00796,SORD,-0.669932542,0.900203186,0.964178312,Not Significant,Not Significant
Q01518,CAP1,-0.269142834,0.900843461,0.964178312,Not Significant,Not Significant
Q13363,CTBP1,0.378314318,0.901626663,0.964178312,Not Significant,Not Significant
Q5JRX3,PITRM1,0.248277843,0.904683059,0.964178312,Not Significant,Not Significant
Q96JB2,COG3,0.214384448,0.903755369,0.964178312,Not Significant,Not Significant
Q99956,DUSP9,0.253671975,0.901436152,0.964178312,Not Significant,Not Significant
Q9H7N4,SCAF1,-0.168797465,0.902437296,0.964178312,Not Significant,Not Significant
Q9NYV4,CDK12,0.163937977,0.903002281,0.964178312,Not Significant,Not Significant
Q9P032,NDUFAF4,-0.498581203,0.902654018,0.964178312,Not Significant,Not Significant
P78310,CXADR,0.410165906,0.906405471,0.96490798,Not Significant,Not Significant
Q9BPW8,NIPSNAP1,-0.097812412,0.906428708,0.96490798,Not Significant,Not Significant
P16615,ATP2A2,0.064717084,0.907339459,0.9653909,Not Significant,Not Significant
O15067,PFAS,0.289073144,0.914842559,0.96609749,Not Significant,Not Significant
P00439,PAH,-0.19655703,0.915103545,0.96609749,Not Significant,Not Significant
